pop_2012,chart_month,county,eligible_population_enrolled,location,month,opo,population_18_estimate,registry_enrollments,year,dummy_day,date,year_sp_2012,year_sp_2016,year_sp_2017,total_days
949113,05 (May),Westchester,25.44,"(41.039278, -73.805386)",5,New York Organ Donor Network,737271,187525,2016,01,2016-05-01,1308,0,0,2799
42155,05 (May),Wyoming,37.78,"(42.723641, -78.204473)",5,UNYTS,32746,12372,2016,01,2016-05-01,1308,0,0,2799
25348,05 (May),Yates,35.96,"(42.634338, -77.078311)",5,Finger Lakes Donor Recovery Network,19690,7081,2016,01,2016-05-01,1308,0,0,2799
19378102,05 (May),TOTAL NYS,27.19,NA,5,NA,15052907,4093091,2016,01,2016-05-01,1308,0,0,2799
304204,06 (Jun),Albany,32.83,"(42.678066, -73.814233)",6,Center for Donation and Transplant in New York,236306,77570,2016,01,2016-06-01,1339,31,0,2830
48946,06 (Jun),Allegany,35.81,"(42.226801, -78.020567)",6,UNYTS,38021,13616,2016,01,2016-06-01,1339,31,0,2830
1385108,06 (Jun),Bronx,15.94,"(40.85589, -73.868294)",6,New York Organ Donor Network,1075952,171510,2016,01,2016-06-01,1339,31,0,2830
200600,06 (Jun),Broome,36.18,"(42.122015, -75.933191)",6,Center for Donation and Transplant in New York,155826,56382,2016,01,2016-06-01,1339,31,0,2830
80317,06 (Jun),Cattauragus,35.71,"(42.224267, -78.606673)",6,UNYTS,62390,22278,2016,01,2016-06-01,1339,31,0,2830
80026,06 (Jun),Cayuga,33.26,"(42.940095, -76.560755)",6,Finger Lakes Donor Recovery Network,62164,20675,2016,01,2016-06-01,1339,31,0,2830
134905,06 (Jun),Chautauqua,38.78,"(42.246904, -79.315313)",6,UNYTS,104794,40635,2016,01,2016-06-01,1339,31,0,2830
88830,06 (Jun),Chemung,40.75,"(42.116644, -76.812331)",6,Finger Lakes Donor Recovery Network,69003,28122,2016,01,2016-06-01,1339,31,0,2830
50477,06 (Jun),Chenango,31.31,"(42.481798, -75.570013)",6,Finger Lakes Donor Recovery Network,39211,12276,2016,01,2016-06-01,1339,31,0,2830
82128,06 (Jun),Clinton,36.63,"(44.731944, -73.548883)",6,Center for Donation and Transplant in New York,63797,23372,2016,01,2016-06-01,1339,31,0,2830
63096,06 (Jun),Columbia,40.35,"(42.276913, -73.682168)",6,Center for Donation and Transplant in New York,49013,19778,2016,01,2016-06-01,1339,31,0,2830
49336,06 (Jun),Cortland,37,"(42.597101, -76.143291)",6,Finger Lakes Donor Recovery Network,38324,14181,2016,01,2016-06-01,1339,31,0,2830
47980,06 (Jun),Delaware,30.18,"(42.242972, -74.997944)",6,Center for Donation and Transplant in New York,37271,11247,2016,01,2016-06-01,1339,31,0,2830
297488,06 (Jun),Dutchess,33.04,"(41.686216, -73.840468)",6,Center for Donation and Transplant in New York,231089,76354,2016,01,2016-06-01,1339,31,0,2830
919040,06 (Jun),Erie,37.89,"(42.888143, -78.795544)",6,UNYTS,713910,270503,2016,01,2016-06-01,1339,31,0,2830
39370,06 (Jun),Essex,39.88,"(44.166026, -73.685145)",6,Center for Donation and Transplant in New York,30583,12197,2016,01,2016-06-01,1339,31,0,2830
51599,06 (Jun),Franklin,34.95,"(44.705699, -74.340621)",6,Center for Donation and Transplant in New York,40082,14010,2016,01,2016-06-01,1339,31,0,2830
55531,06 (Jun),Fulton,30.51,"(43.06014, -74.331296)",6,Center for Donation and Transplant in New York,43136,13159,2016,01,2016-06-01,1339,31,0,2830
60079,06 (Jun),Genesee,39.12,"(43.000121, -78.172679)",6,UNYTS,46669,18258,2016,01,2016-06-01,1339,31,0,2830
49221,06 (Jun),Greene,37.19,"(42.298326, -73.973376)",6,Center for Donation and Transplant in New York,38235,14220,2016,01,2016-06-01,1339,31,0,2830
4836,06 (Jun),Hamilton,41.12,"(43.618468, -74.395268)",6,Center for Donation and Transplant in New York,3757,1545,2016,01,2016-06-01,1339,31,0,2830
64519,06 (Jun),Herkimer,35.83,"(43.070026, -74.994246)",6,Center for Donation and Transplant in New York,50118,17956,2016,01,2016-06-01,1339,31,0,2830
116229,06 (Jun),Jefferson,42.31,"(44.019295, -75.898971)",6,Finger Lakes Donor Recovery Network,90287,38198,2016,01,2016-06-01,1339,31,0,2830
2504700,06 (Jun),Kings,19.12,"(40.65642, -73.950691)",6,New York Organ Donor Network,1945651,371987,2016,01,2016-06-01,1339,31,0,2830
27087,06 (Jun),Lewis,40.35,"(43.785537, -75.446296)",6,Finger Lakes Donor Recovery Network,21041,8491,2016,01,2016-06-01,1339,31,0,2830
65393,06 (Jun),Livingston,36.84,"(42.763754, -77.765392)",6,Finger Lakes Donor Recovery Network,50797,18716,2016,01,2016-06-01,1339,31,0,2830
73442,06 (Jun),Madison,36.64,"(42.986917, -75.720031)",6,Finger Lakes Donor Recovery Network,57050,20904,2016,01,2016-06-01,1339,31,0,2830
744344,06 (Jun),Monroe,32.94,"(43.161748, -77.620143)",6,Finger Lakes Donor Recovery Network,578206,190477,2016,01,2016-06-01,1339,31,0,2830
50219,06 (Jun),Montgomery,29.16,"(42.933637, -74.341972)",6,Center for Donation and Transplant in New York,39010,11375,2016,01,2016-06-01,1339,31,0,2830
1339532,06 (Jun),Nassau,23.63,"(40.715749, -73.601185)",6,New York Organ Donor Network,1040548,245891,2016,01,2016-06-01,1339,31,0,2830
1585873,06 (Jun),New York,38.02,"(40.726966, -74.005966)",6,New York Organ Donor Network,1231906,468373,2016,01,2016-06-01,1339,31,0,2830
216469,06 (Jun),Niagara,42.13,"(43.134634, -78.856419)",6,UNYTS,168153,70835,2016,01,2016-06-01,1339,31,0,2830
234878,06 (Jun),Oneida,21.8,"(43.149482, -75.361773)",6,Center for Donation and Transplant in New York,182453,39780,2016,01,2016-06-01,1339,31,0,2830
467026,06 (Jun),Onondaga,36.02,"(43.065629, -76.168033)",6,Finger Lakes Donor Recovery Network,362786,130682,2016,01,2016-06-01,1339,31,0,2830
107931,06 (Jun),Ontario,43.73,"(42.894571, -77.252045)",6,Finger Lakes Donor Recovery Network,83841,36663,2016,01,2016-06-01,1339,31,0,2830
372813,06 (Jun),Orange,27.95,"(41.422459, -74.241929)",6,New York Organ Donor Network,289601,80953,2016,01,2016-06-01,1339,31,0,2830
42883,06 (Jun),Orleans,10.83,"(43.248394, -78.218438)",6,UNYTS,33312,3609,2016,01,2016-06-01,1339,31,0,2830
122109,06 (Jun),Oswego,32.48,"(43.39123, -76.31133)",6,Finger Lakes Donor Recovery Network,94854,30806,2016,01,2016-06-01,1339,31,0,2830
62259,06 (Jun),Otsego,36.53,"(42.564852, -75.060334)",6,Center for Donation and Transplant in New York,48363,17667,2016,01,2016-06-01,1339,31,0,2830
99710,06 (Jun),Putnam,35.78,"(41.41131, -73.717443)",6,New York Organ Donor Network,77455,27716,2016,01,2016-06-01,1339,31,0,2830
2230722,06 (Jun),Queens,15.03,"(40.749338, -73.789673)",6,New York Organ Donor Network,1732825,260408,2016,01,2016-06-01,1339,31,0,2830
159429,06 (Jun),Rensselaer,34.06,"(42.70098, -73.628669)",6,Center for Donation and Transplant in New York,123844,42184,2016,01,2016-06-01,1339,31,0,2830
468730,06 (Jun),Richmond,19.17,"(40.566763, -74.148102)",6,New York Organ Donor Network,364109,69801,2016,01,2016-06-01,1339,31,0,2830
311687,06 (Jun),Rockland,22.49,"(41.127287, -74.017033)",6,New York Organ Donor Network,242118,54452,2016,01,2016-06-01,1339,31,0,2830
219607,06 (Jun),Saratoga,47.25,"(43.00894, -73.786779)",6,Center for Donation and Transplant in New York,170591,80608,2016,01,2016-06-01,1339,31,0,2830
154727,06 (Jun),Schenectady,38.61,"(42.809233, -73.946838)",6,Center for Donation and Transplant in New York,120192,46408,2016,01,2016-06-01,1339,31,0,2830
32749,06 (Jun),Schoharie,35.74,"(42.643426, -74.434606)",6,Center for Donation and Transplant in New York,25439,9092,2016,01,2016-06-01,1339,31,0,2830
18343,06 (Jun),Schuyler,37.85,"(42.38593, -76.872032)",6,Finger Lakes Donor Recovery Network,14249,5393,2016,01,2016-06-01,1339,31,0,2830
35251,06 (Jun),Seneca,19.07,"(42.833627, -76.82753)",6,Finger Lakes Donor Recovery Network,27383,5223,2016,01,2016-06-01,1339,31,0,2830
111944,06 (Jun),St Lawrence,24.33,"(44.689468, -75.242045)",6,Center for Donation and Transplant in New York,86958,21161,2016,01,2016-06-01,1339,31,0,2830
98990,06 (Jun),Steuben,37.75,"(42.270053, -77.324618)",6,Finger Lakes Donor Recovery Network,76895,29030,2016,01,2016-06-01,1339,31,0,2830
1493350,06 (Jun),Suffolk,29.59,"(40.820237, -73.119032)",6,New York Organ Donor Network,1160034,343218,2016,01,2016-06-01,1339,31,0,2830
77547,06 (Jun),Sullivan,27.36,"(41.705166, -74.711705)",6,Center for Donation and Transplant in New York,60239,16484,2016,01,2016-06-01,1339,31,0,2830
51125,06 (Jun),Tioga,37.68,"(42.120252, -76.29595)",6,Center for Donation and Transplant in New York,39714,14964,2016,01,2016-06-01,1339,31,0,2830
101564,06 (Jun),Tompkins,52.51,"(42.461024, -76.478784)",6,Finger Lakes Donor Recovery Network,78895,41426,2016,01,2016-06-01,1339,31,0,2830
182493,06 (Jun),Ulster,33.21,"(41.848374, -74.099412)",6,Center for Donation and Transplant in New York,141761,47085,2016,01,2016-06-01,1339,31,0,2830
65707,06 (Jun),Warren,28.99,"(43.403024, -73.716044)",6,Center for Donation and Transplant in New York,51041,14799,2016,01,2016-06-01,1339,31,0,2830
63216,06 (Jun),Washington,31.72,"(43.289513, -73.454761)",6,Center for Donation and Transplant in New York,49106,15574,2016,01,2016-06-01,1339,31,0,2830
93772,06 (Jun),Wayne,31.13,"(43.144336, -77.117995)",6,Finger Lakes Donor Recovery Network,72842,22677,2016,01,2016-06-01,1339,31,0,2830
949113,06 (Jun),Westchester,25.67,"(41.039278, -73.805386)",6,New York Organ Donor Network,737271,189222,2016,01,2016-06-01,1339,31,0,2830
42155,06 (Jun),Wyoming,38.01,"(42.723641, -78.204473)",6,UNYTS,32746,12447,2016,01,2016-06-01,1339,31,0,2830
25348,06 (Jun),Yates,36.13,"(42.634338, -77.078311)",6,Finger Lakes Donor Recovery Network,19690,7114,2016,01,2016-06-01,1339,31,0,2830
19378102,06 (Jun),TOTAL NYS,27.48,NA,6,NA,15052907,4136302,2016,01,2016-06-01,1339,31,0,2830
304204,07 (Jul),Albany,33.04,"(42.678066, -73.814233)",7,Center for Donation and Transplant in New York,236306,78064,2016,01,2016-07-01,1369,61,0,2860
48946,07 (Jul),Allegany,36.02,"(42.226801, -78.020567)",7,UNYTS,38021,13694,2016,01,2016-07-01,1369,61,0,2860
1385108,07 (Jul),Bronx,16.14,"(40.85589, -73.868294)",7,New York Organ Donor Network,1075952,173623,2016,01,2016-07-01,1369,61,0,2860
200600,07 (Jul),Broome,36.38,"(42.122015, -75.933191)",7,Center for Donation and Transplant in New York,155826,56695,2016,01,2016-07-01,1369,61,0,2860
80317,07 (Jul),Cattauragus,35.71,"(42.224267, -78.606673)",7,UNYTS,62390,22278,2016,01,2016-07-01,1369,61,0,2860
80026,07 (Jul),Cayuga,33.47,"(42.940095, -76.560755)",7,Finger Lakes Donor Recovery Network,62164,20806,2016,01,2016-07-01,1369,61,0,2860
134905,07 (Jul),Chautauqua,38.98,"(42.246904, -79.315313)",7,UNYTS,104794,40844,2016,01,2016-07-01,1369,61,0,2860
88830,07 (Jul),Chemung,40.99,"(42.116644, -76.812331)",7,Finger Lakes Donor Recovery Network,69003,28282,2016,01,2016-07-01,1369,61,0,2860
50477,07 (Jul),Chenango,31.5,"(42.481798, -75.570013)",7,Finger Lakes Donor Recovery Network,39211,12352,2016,01,2016-07-01,1369,61,0,2860
82128,07 (Jul),Clinton,36.85,"(44.731944, -73.548883)",7,Center for Donation and Transplant in New York,63797,23512,2016,01,2016-07-01,1369,61,0,2860
63096,07 (Jul),Columbia,40.53,"(42.276913, -73.682168)",7,Center for Donation and Transplant in New York,49013,19867,2016,01,2016-07-01,1369,61,0,2860
49336,07 (Jul),Cortland,37.18,"(42.597101, -76.143291)",7,Finger Lakes Donor Recovery Network,38324,14247,2016,01,2016-07-01,1369,61,0,2860
47980,07 (Jul),Delaware,30.36,"(42.242972, -74.997944)",7,Center for Donation and Transplant in New York,37271,11315,2016,01,2016-07-01,1369,61,0,2860
297488,07 (Jul),Dutchess,33.24,"(41.686216, -73.840468)",7,Center for Donation and Transplant in New York,231089,76806,2016,01,2016-07-01,1369,61,0,2860
919040,07 (Jul),Erie,38.14,"(42.888143, -78.795544)",7,UNYTS,713910,272270,2016,01,2016-07-01,1369,61,0,2860
39370,07 (Jul),Essex,40.11,"(44.166026, -73.685145)",7,Center for Donation and Transplant in New York,30583,12267,2016,01,2016-07-01,1369,61,0,2860
51599,07 (Jul),Franklin,35.09,"(44.705699, -74.340621)",7,Center for Donation and Transplant in New York,40082,14063,2016,01,2016-07-01,1369,61,0,2860
55531,07 (Jul),Fulton,30.74,"(43.06014, -74.331296)",7,Center for Donation and Transplant in New York,43136,13258,2016,01,2016-07-01,1369,61,0,2860
60079,07 (Jul),Genesee,39.27,"(43.000121, -78.172679)",7,UNYTS,46669,18328,2016,01,2016-07-01,1369,61,0,2860
49221,07 (Jul),Greene,37.37,"(42.298326, -73.973376)",7,Center for Donation and Transplant in New York,38235,14290,2016,01,2016-07-01,1369,61,0,2860
4836,07 (Jul),Hamilton,41.36,"(43.618468, -74.395268)",7,Center for Donation and Transplant in New York,3757,1554,2016,01,2016-07-01,1369,61,0,2860
64519,07 (Jul),Herkimer,36.22,"(43.070026, -74.994246)",7,Center for Donation and Transplant in New York,50118,18152,2016,01,2016-07-01,1369,61,0,2860
116229,07 (Jul),Jefferson,42.6,"(44.019295, -75.898971)",7,Finger Lakes Donor Recovery Network,90287,38459,2016,01,2016-07-01,1369,61,0,2860
2504700,07 (Jul),Kings,19.34,"(40.65642, -73.950691)",7,New York Organ Donor Network,1945651,376325,2016,01,2016-07-01,1369,61,0,2860
27087,07 (Jul),Lewis,40.51,"(43.785537, -75.446296)",7,Finger Lakes Donor Recovery Network,21041,8523,2016,01,2016-07-01,1369,61,0,2860
65393,07 (Jul),Livingston,37.06,"(42.763754, -77.765392)",7,Finger Lakes Donor Recovery Network,50797,18824,2016,01,2016-07-01,1369,61,0,2860
73442,07 (Jul),Madison,36.87,"(42.986917, -75.720031)",7,Finger Lakes Donor Recovery Network,57050,21033,2016,01,2016-07-01,1369,61,0,2860
744344,07 (Jul),Monroe,33.25,"(43.161748, -77.620143)",7,Finger Lakes Donor Recovery Network,578206,192270,2016,01,2016-07-01,1369,61,0,2860
50219,07 (Jul),Montgomery,29.39,"(42.933637, -74.341972)",7,Center for Donation and Transplant in New York,39010,11465,2016,01,2016-07-01,1369,61,0,2860
1339532,07 (Jul),Nassau,23.8,"(40.715749, -73.601185)",7,New York Organ Donor Network,1040548,247701,2016,01,2016-07-01,1369,61,0,2860
1585873,07 (Jul),New York,38.36,"(40.726966, -74.005966)",7,New York Organ Donor Network,1231906,472519,2016,01,2016-07-01,1369,61,0,2860
216469,07 (Jul),Niagara,42.37,"(43.134634, -78.856419)",7,UNYTS,168153,71253,2016,01,2016-07-01,1369,61,0,2860
234878,07 (Jul),Oneida,21.97,"(43.149482, -75.361773)",7,Center for Donation and Transplant in New York,182453,40084,2016,01,2016-07-01,1369,61,0,2860
467026,07 (Jul),Onondaga,36.33,"(43.065629, -76.168033)",7,Finger Lakes Donor Recovery Network,362786,131792,2016,01,2016-07-01,1369,61,0,2860
107931,07 (Jul),Ontario,44.02,"(42.894571, -77.252045)",7,Finger Lakes Donor Recovery Network,83841,36908,2016,01,2016-07-01,1369,61,0,2860
372813,07 (Jul),Orange,28.15,"(41.422459, -74.241929)",7,New York Organ Donor Network,289601,81536,2016,01,2016-07-01,1369,61,0,2860
42883,07 (Jul),Orleans,10.93,"(43.248394, -78.218438)",7,UNYTS,33312,3640,2016,01,2016-07-01,1369,61,0,2860
122109,07 (Jul),Oswego,32.69,"(43.39123, -76.31133)",7,Finger Lakes Donor Recovery Network,94854,31006,2016,01,2016-07-01,1369,61,0,2860
62259,07 (Jul),Otsego,36.68,"(42.564852, -75.060334)",7,Center for Donation and Transplant in New York,48363,17739,2016,01,2016-07-01,1369,61,0,2860
99710,07 (Jul),Putnam,36.05,"(41.41131, -73.717443)",7,New York Organ Donor Network,77455,27923,2016,01,2016-07-01,1369,61,0,2860
2230722,07 (Jul),Queens,15.2,"(40.749338, -73.789673)",7,New York Organ Donor Network,1732825,263424,2016,01,2016-07-01,1369,61,0,2860
159429,07 (Jul),Rensselaer,34.28,"(42.70098, -73.628669)",7,Center for Donation and Transplant in New York,123844,42457,2016,01,2016-07-01,1369,61,0,2860
468730,07 (Jul),Richmond,19.34,"(40.566763, -74.148102)",7,New York Organ Donor Network,364109,70404,2016,01,2016-07-01,1369,61,0,2860
311687,07 (Jul),Rockland,22.65,"(41.127287, -74.017033)",7,New York Organ Donor Network,242118,54842,2016,01,2016-07-01,1369,61,0,2860
219607,07 (Jul),Saratoga,47.53,"(43.00894, -73.786779)",7,Center for Donation and Transplant in New York,170591,81076,2016,01,2016-07-01,1369,61,0,2860
154727,07 (Jul),Schenectady,38.82,"(42.809233, -73.946838)",7,Center for Donation and Transplant in New York,120192,46653,2016,01,2016-07-01,1369,61,0,2860
32749,07 (Jul),Schoharie,35.89,"(42.643426, -74.434606)",7,Center for Donation and Transplant in New York,25439,9131,2016,01,2016-07-01,1369,61,0,2860
18343,07 (Jul),Schuyler,38.16,"(42.38593, -76.872032)",7,Finger Lakes Donor Recovery Network,14249,5438,2016,01,2016-07-01,1369,61,0,2860
35251,07 (Jul),Seneca,19.18,"(42.833627, -76.82753)",7,Finger Lakes Donor Recovery Network,27383,5252,2016,01,2016-07-01,1369,61,0,2860
111944,07 (Jul),St Lawrence,24.33,"(44.689468, -75.242045)",7,Center for Donation and Transplant in New York,86958,21161,2016,01,2016-07-01,1369,61,0,2860
98990,07 (Jul),Steuben,37.97,"(42.270053, -77.324618)",7,Finger Lakes Donor Recovery Network,76895,29200,2016,01,2016-07-01,1369,61,0,2860
1493350,07 (Jul),Suffolk,29.78,"(40.820237, -73.119032)",7,New York Organ Donor Network,1160034,345495,2016,01,2016-07-01,1369,61,0,2860
77547,07 (Jul),Sullivan,27.56,"(41.705166, -74.711705)",7,Center for Donation and Transplant in New York,60239,16602,2016,01,2016-07-01,1369,61,0,2860
51125,07 (Jul),Tioga,37.89,"(42.120252, -76.29595)",7,Center for Donation and Transplant in New York,39714,15046,2016,01,2016-07-01,1369,61,0,2860
101564,07 (Jul),Tompkins,52.72,"(42.461024, -76.478784)",7,Finger Lakes Donor Recovery Network,78895,41597,2016,01,2016-07-01,1369,61,0,2860
182493,07 (Jul),Ulster,33.42,"(41.848374, -74.099412)",7,Center for Donation and Transplant in New York,141761,47383,2016,01,2016-07-01,1369,61,0,2860
65707,07 (Jul),Warren,29.16,"(43.403024, -73.716044)",7,Center for Donation and Transplant in New York,51041,14883,2016,01,2016-07-01,1369,61,0,2860
63216,07 (Jul),Washington,31.92,"(43.289513, -73.454761)",7,Center for Donation and Transplant in New York,49106,15673,2016,01,2016-07-01,1369,61,0,2860
93772,07 (Jul),Wayne,31.4,"(43.144336, -77.117995)",7,Finger Lakes Donor Recovery Network,72842,22873,2016,01,2016-07-01,1369,61,0,2860
949113,07 (Jul),Westchester,25.85,"(41.039278, -73.805386)",7,New York Organ Donor Network,737271,190590,2016,01,2016-07-01,1369,61,0,2860
42155,07 (Jul),Wyoming,38.14,"(42.723641, -78.204473)",7,UNYTS,32746,12488,2016,01,2016-07-01,1369,61,0,2860
25348,07 (Jul),Yates,36.27,"(42.634338, -77.078311)",7,Finger Lakes Donor Recovery Network,19690,7141,2016,01,2016-07-01,1369,61,0,2860
19378102,07 (Jul),TOTAL NYS,27.7,NA,7,NA,15052907,4169220,2016,01,2016-07-01,1369,61,0,2860
304204,08 (Aug),Albany,33.26,"(42.678066, -73.814233)",8,Center for Donation and Transplant in New York,236306,78585,2016,01,2016-08-01,1400,92,0,2891
48946,08 (Aug),Allegany,36.18,"(42.226801, -78.020567)",8,UNYTS,38021,13757,2016,01,2016-08-01,1400,92,0,2891
1385108,08 (Aug),Bronx,16.33,"(40.85589, -73.868294)",8,New York Organ Donor Network,1075952,175743,2016,01,2016-08-01,1400,92,0,2891
200600,08 (Aug),Broome,36.58,"(42.122015, -75.933191)",8,Center for Donation and Transplant in New York,155826,57002,2016,01,2016-08-01,1400,92,0,2891
80317,08 (Aug),Cattauragus,35.71,"(42.224267, -78.606673)",8,UNYTS,62390,22278,2016,01,2016-08-01,1400,92,0,2891
80026,08 (Aug),Cayuga,33.71,"(42.940095, -76.560755)",8,Finger Lakes Donor Recovery Network,62164,20954,2016,01,2016-08-01,1400,92,0,2891
134905,08 (Aug),Chautauqua,39.15,"(42.246904, -79.315313)",8,UNYTS,104794,41025,2016,01,2016-08-01,1400,92,0,2891
88830,08 (Aug),Chemung,41.19,"(42.116644, -76.812331)",8,Finger Lakes Donor Recovery Network,69003,28421,2016,01,2016-08-01,1400,92,0,2891
50477,08 (Aug),Chenango,31.64,"(42.481798, -75.570013)",8,Finger Lakes Donor Recovery Network,39211,12406,2016,01,2016-08-01,1400,92,0,2891
82128,08 (Aug),Clinton,36.99,"(44.731944, -73.548883)",8,Center for Donation and Transplant in New York,63797,23601,2016,01,2016-08-01,1400,92,0,2891
63096,08 (Aug),Columbia,40.78,"(42.276913, -73.682168)",8,Center for Donation and Transplant in New York,49013,19989,2016,01,2016-08-01,1400,92,0,2891
49336,08 (Aug),Cortland,37.35,"(42.597101, -76.143291)",8,Finger Lakes Donor Recovery Network,38324,14314,2016,01,2016-08-01,1400,92,0,2891
47980,08 (Aug),Delaware,30.51,"(42.242972, -74.997944)",8,Center for Donation and Transplant in New York,37271,11373,2016,01,2016-08-01,1400,92,0,2891
297488,08 (Aug),Dutchess,33.43,"(41.686216, -73.840468)",8,Center for Donation and Transplant in New York,231089,77247,2016,01,2016-08-01,1400,92,0,2891
919040,08 (Aug),Erie,38.37,"(42.888143, -78.795544)",8,UNYTS,713910,273934,2016,01,2016-08-01,1400,92,0,2891
39370,08 (Aug),Essex,40.35,"(44.166026, -73.685145)",8,Center for Donation and Transplant in New York,30583,12339,2016,01,2016-08-01,1400,92,0,2891
51599,08 (Aug),Franklin,35.23,"(44.705699, -74.340621)",8,Center for Donation and Transplant in New York,40082,14122,2016,01,2016-08-01,1400,92,0,2891
55531,08 (Aug),Fulton,30.92,"(43.06014, -74.331296)",8,Center for Donation and Transplant in New York,43136,13339,2016,01,2016-08-01,1400,92,0,2891
60079,08 (Aug),Genesee,39.46,"(43.000121, -78.172679)",8,UNYTS,46669,18416,2016,01,2016-08-01,1400,92,0,2891
49221,08 (Aug),Greene,37.59,"(42.298326, -73.973376)",8,Center for Donation and Transplant in New York,38235,14372,2016,01,2016-08-01,1400,92,0,2891
4836,08 (Aug),Hamilton,41.52,"(43.618468, -74.395268)",8,Center for Donation and Transplant in New York,3757,1560,2016,01,2016-08-01,1400,92,0,2891
64519,08 (Aug),Herkimer,36.46,"(43.070026, -74.994246)",8,Center for Donation and Transplant in New York,50118,18275,2016,01,2016-08-01,1400,92,0,2891
116229,08 (Aug),Jefferson,42.83,"(44.019295, -75.898971)",8,Finger Lakes Donor Recovery Network,90287,38674,2016,01,2016-08-01,1400,92,0,2891
2504700,08 (Aug),Kings,19.56,"(40.65642, -73.950691)",8,New York Organ Donor Network,1945651,380633,2016,01,2016-08-01,1400,92,0,2891
27087,08 (Aug),Lewis,40.65,"(43.785537, -75.446296)",8,Finger Lakes Donor Recovery Network,21041,8554,2016,01,2016-08-01,1400,92,0,2891
65393,08 (Aug),Livingston,37.31,"(42.763754, -77.765392)",8,Finger Lakes Donor Recovery Network,50797,18950,2016,01,2016-08-01,1400,92,0,2891
73442,08 (Aug),Madison,37.18,"(42.986917, -75.720031)",8,Finger Lakes Donor Recovery Network,57050,21210,2016,01,2016-08-01,1400,92,0,2891
744344,08 (Aug),Monroe,33.52,"(43.161748, -77.620143)",8,Finger Lakes Donor Recovery Network,578206,193805,2016,01,2016-08-01,1400,92,0,2891
50219,08 (Aug),Montgomery,29.63,"(42.933637, -74.341972)",8,Center for Donation and Transplant in New York,39010,11559,2016,01,2016-08-01,1400,92,0,2891
1339532,08 (Aug),Nassau,23.96,"(40.715749, -73.601185)",8,New York Organ Donor Network,1040548,249352,2016,01,2016-08-01,1400,92,0,2891
1585873,08 (Aug),New York,38.68,"(40.726966, -74.005966)",8,New York Organ Donor Network,1231906,476562,2016,01,2016-08-01,1400,92,0,2891
216469,08 (Aug),Niagara,42.58,"(43.134634, -78.856419)",8,UNYTS,168153,71597,2016,01,2016-08-01,1400,92,0,2891
234878,08 (Aug),Oneida,22.19,"(43.149482, -75.361773)",8,Center for Donation and Transplant in New York,182453,40479,2016,01,2016-08-01,1400,92,0,2891
467026,08 (Aug),Onondaga,36.57,"(43.065629, -76.168033)",8,Finger Lakes Donor Recovery Network,362786,132669,2016,01,2016-08-01,1400,92,0,2891
107931,08 (Aug),Ontario,44.35,"(42.894571, -77.252045)",8,Finger Lakes Donor Recovery Network,83841,37180,2016,01,2016-08-01,1400,92,0,2891
372813,08 (Aug),Orange,28.33,"(41.422459, -74.241929)",8,New York Organ Donor Network,289601,82052,2016,01,2016-08-01,1400,92,0,2891
42883,08 (Aug),Orleans,11,"(43.248394, -78.218438)",8,UNYTS,33312,3665,2016,01,2016-08-01,1400,92,0,2891
122109,08 (Aug),Oswego,32.92,"(43.39123, -76.31133)",8,Finger Lakes Donor Recovery Network,94854,31224,2016,01,2016-08-01,1400,92,0,2891
62259,08 (Aug),Otsego,36.84,"(42.564852, -75.060334)",8,Center for Donation and Transplant in New York,48363,17818,2016,01,2016-08-01,1400,92,0,2891
99710,08 (Aug),Putnam,36.29,"(41.41131, -73.717443)",8,New York Organ Donor Network,77455,28111,2016,01,2016-08-01,1400,92,0,2891
2230722,08 (Aug),Queens,15.37,"(40.749338, -73.789673)",8,New York Organ Donor Network,1732825,266419,2016,01,2016-08-01,1400,92,0,2891
159429,08 (Aug),Rensselaer,34.52,"(42.70098, -73.628669)",8,Center for Donation and Transplant in New York,123844,42752,2016,01,2016-08-01,1400,92,0,2891
468730,08 (Aug),Richmond,19.51,"(40.566763, -74.148102)",8,New York Organ Donor Network,364109,71029,2016,01,2016-08-01,1400,92,0,2891
311687,08 (Aug),Rockland,22.82,"(41.127287, -74.017033)",8,New York Organ Donor Network,242118,55255,2016,01,2016-08-01,1400,92,0,2891
219607,08 (Aug),Saratoga,47.79,"(43.00894, -73.786779)",8,Center for Donation and Transplant in New York,170591,81524,2016,01,2016-08-01,1400,92,0,2891
154727,08 (Aug),Schenectady,39.04,"(42.809233, -73.946838)",8,Center for Donation and Transplant in New York,120192,46925,2016,01,2016-08-01,1400,92,0,2891
32749,08 (Aug),Schoharie,36.07,"(42.643426, -74.434606)",8,Center for Donation and Transplant in New York,25439,9175,2016,01,2016-08-01,1400,92,0,2891
18343,08 (Aug),Schuyler,38.41,"(42.38593, -76.872032)",8,Finger Lakes Donor Recovery Network,14249,5473,2016,01,2016-08-01,1400,92,0,2891
35251,08 (Aug),Seneca,19.25,"(42.833627, -76.82753)",8,Finger Lakes Donor Recovery Network,27383,5272,2016,01,2016-08-01,1400,92,0,2891
111944,08 (Aug),St Lawrence,24.33,"(44.689468, -75.242045)",8,Center for Donation and Transplant in New York,86958,21161,2016,01,2016-08-01,1400,92,0,2891
98990,08 (Aug),Steuben,38.19,"(42.270053, -77.324618)",8,Finger Lakes Donor Recovery Network,76895,29364,2016,01,2016-08-01,1400,92,0,2891
