Year,Month,County,2012 Census Population,Population 18+ Estimate, Registry Enrollments,% Eligible Population Enrolled,OPO,Location,Chart Month
2016,6,Nassau,1339532,1040548,245891,23.63,New York Organ Donor Network,"(40.715749, -73.601185)",06 (Jun)
2016,6,New York,1585873,1231906,468373,38.02,New York Organ Donor Network,"(40.726966, -74.005966)",06 (Jun)
2016,6,Niagara,216469,168153,70835,42.13,UNYTS,"(43.134634, -78.856419)",06 (Jun)
2016,6,Oneida,234878,182453,39780,21.8,Center for Donation and Transplant in New York,"(43.149482, -75.361773)",06 (Jun)
2016,6,Onondaga,467026,362786,130682,36.02,Finger Lakes Donor Recovery Network,"(43.065629, -76.168033)",06 (Jun)
2016,6,Ontario,107931,83841,36663,43.73,Finger Lakes Donor Recovery Network,"(42.894571, -77.252045)",06 (Jun)
2016,6,Orange,372813,289601,80953,27.95,New York Organ Donor Network,"(41.422459, -74.241929)",06 (Jun)
2016,6,Orleans,42883,33312,3609,10.83,UNYTS,"(43.248394, -78.218438)",06 (Jun)
2016,6,Oswego,122109,94854,30806,32.48,Finger Lakes Donor Recovery Network,"(43.39123, -76.31133)",06 (Jun)
2016,6,Otsego,62259,48363,17667,36.53,Center for Donation and Transplant in New York,"(42.564852, -75.060334)",06 (Jun)
2016,6,Out of State,0,0,179,0,,,06 (Jun)
2016,6,Putnam,99710,77455,27716,35.78,New York Organ Donor Network,"(41.41131, -73.717443)",06 (Jun)
2016,6,Queens,2230722,1732825,260408,15.03,New York Organ Donor Network,"(40.749338, -73.789673)",06 (Jun)
2016,6,Rensselaer,159429,123844,42184,34.06,Center for Donation and Transplant in New York,"(42.70098, -73.628669)",06 (Jun)
2016,6,Richmond,468730,364109,69801,19.17,New York Organ Donor Network,"(40.566763, -74.148102)",06 (Jun)
2016,6,Rockland,311687,242118,54452,22.49,New York Organ Donor Network,"(41.127287, -74.017033)",06 (Jun)
2016,6,Saratoga,219607,170591,80608,47.25,Center for Donation and Transplant in New York,"(43.00894, -73.786779)",06 (Jun)
2016,6,Schenectady,154727,120192,46408,38.61,Center for Donation and Transplant in New York,"(42.809233, -73.946838)",06 (Jun)
2016,6,Schoharie,32749,25439,9092,35.74,Center for Donation and Transplant in New York,"(42.643426, -74.434606)",06 (Jun)
2016,6,Schuyler,18343,14249,5393,37.85,Finger Lakes Donor Recovery Network,"(42.38593, -76.872032)",06 (Jun)
2016,6,Seneca,35251,27383,5223,19.07,Finger Lakes Donor Recovery Network,"(42.833627, -76.82753)",06 (Jun)
2016,6,St Lawrence,111944,86958,21161,24.33,Center for Donation and Transplant in New York,"(44.689468, -75.242045)",06 (Jun)
2016,6,Steuben,98990,76895,29030,37.75,Finger Lakes Donor Recovery Network,"(42.270053, -77.324618)",06 (Jun)
2016,6,Suffolk,1493350,1160034,343218,29.59,New York Organ Donor Network,"(40.820237, -73.119032)",06 (Jun)
2016,6,Sullivan,77547,60239,16484,27.36,Center for Donation and Transplant in New York,"(41.705166, -74.711705)",06 (Jun)
2016,6,Tioga,51125,39714,14964,37.68,Center for Donation and Transplant in New York,"(42.120252, -76.29595)",06 (Jun)
2016,6,Tompkins,101564,78895,41426,52.51,Finger Lakes Donor Recovery Network,"(42.461024, -76.478784)",06 (Jun)
2016,6,Ulster,182493,141761,47085,33.21,Center for Donation and Transplant in New York,"(41.848374, -74.099412)",06 (Jun)
2016,6,Unknown,0,0,24386,0,,,06 (Jun)
2016,6,Warren,65707,51041,14799,28.99,Center for Donation and Transplant in New York,"(43.403024, -73.716044)",06 (Jun)
2016,6,Washington,63216,49106,15574,31.72,Center for Donation and Transplant in New York,"(43.289513, -73.454761)",06 (Jun)
2016,6,Wayne,93772,72842,22677,31.13,Finger Lakes Donor Recovery Network,"(43.144336, -77.117995)",06 (Jun)
2016,6,Westchester,949113,737271,189222,25.67,New York Organ Donor Network,"(41.039278, -73.805386)",06 (Jun)
2016,6,Wyoming,42155,32746,12447,38.01,UNYTS,"(42.723641, -78.204473)",06 (Jun)
2016,6,Yates,25348,19690,7114,36.13,Finger Lakes Donor Recovery Network,"(42.634338, -77.078311)",06 (Jun)
2016,6,TOTAL NYS,19378102,15052907,4136302,27.48,,,06 (Jun)
2016,7,Albany,304204,236306,78064,33.04,Center for Donation and Transplant in New York,"(42.678066, -73.814233)",07 (Jul)
2016,7,Allegany,48946,38021,13694,36.02,UNYTS,"(42.226801, -78.020567)",07 (Jul)
2016,7,Bronx,1385108,1075952,173623,16.14,New York Organ Donor Network,"(40.85589, -73.868294)",07 (Jul)
2016,7,Broome,200600,155826,56695,36.38,Center for Donation and Transplant in New York,"(42.122015, -75.933191)",07 (Jul)
2016,7,Cattauragus,80317,62390,22278,35.71,UNYTS,"(42.224267, -78.606673)",07 (Jul)
2016,7,Cayuga,80026,62164,20806,33.47,Finger Lakes Donor Recovery Network,"(42.940095, -76.560755)",07 (Jul)
2016,7,Chautauqua,134905,104794,40844,38.98,UNYTS,"(42.246904, -79.315313)",07 (Jul)
2016,7,Chemung,88830,69003,28282,40.99,Finger Lakes Donor Recovery Network,"(42.116644, -76.812331)",07 (Jul)
2016,7,Chenango,50477,39211,12352,31.5,Finger Lakes Donor Recovery Network,"(42.481798, -75.570013)",07 (Jul)
2016,7,Clinton,82128,63797,23512,36.85,Center for Donation and Transplant in New York,"(44.731944, -73.548883)",07 (Jul)
2016,7,Columbia,63096,49013,19867,40.53,Center for Donation and Transplant in New York,"(42.276913, -73.682168)",07 (Jul)
2016,7,Cortland,49336,38324,14247,37.18,Finger Lakes Donor Recovery Network,"(42.597101, -76.143291)",07 (Jul)
2016,7,Delaware,47980,37271,11315,30.36,Center for Donation and Transplant in New York,"(42.242972, -74.997944)",07 (Jul)
2016,7,Dutchess,297488,231089,76806,33.24,Center for Donation and Transplant in New York,"(41.686216, -73.840468)",07 (Jul)
2016,7,Erie,919040,713910,272270,38.14,UNYTS,"(42.888143, -78.795544)",07 (Jul)
2016,7,Essex,39370,30583,12267,40.11,Center for Donation and Transplant in New York,"(44.166026, -73.685145)",07 (Jul)
2016,7,Franklin,51599,40082,14063,35.09,Center for Donation and Transplant in New York,"(44.705699, -74.340621)",07 (Jul)
2016,7,Fulton,55531,43136,13258,30.74,Center for Donation and Transplant in New York,"(43.06014, -74.331296)",07 (Jul)
2016,7,Genesee,60079,46669,18328,39.27,UNYTS,"(43.000121, -78.172679)",07 (Jul)
2016,7,Greene,49221,38235,14290,37.37,Center for Donation and Transplant in New York,"(42.298326, -73.973376)",07 (Jul)
2016,7,Hamilton,4836,3757,1554,41.36,Center for Donation and Transplant in New York,"(43.618468, -74.395268)",07 (Jul)
2016,7,Herkimer,64519,50118,18152,36.22,Center for Donation and Transplant in New York,"(43.070026, -74.994246)",07 (Jul)
2016,7,Jefferson,116229,90287,38459,42.6,Finger Lakes Donor Recovery Network,"(44.019295, -75.898971)",07 (Jul)
2016,7,Kings,2504700,1945651,376325,19.34,New York Organ Donor Network,"(40.65642, -73.950691)",07 (Jul)
2016,7,Lewis,27087,21041,8523,40.51,Finger Lakes Donor Recovery Network,"(43.785537, -75.446296)",07 (Jul)
2016,7,Livingston,65393,50797,18824,37.06,Finger Lakes Donor Recovery Network,"(42.763754, -77.765392)",07 (Jul)
2016,7,Madison,73442,57050,21033,36.87,Finger Lakes Donor Recovery Network,"(42.986917, -75.720031)",07 (Jul)
2016,7,Monroe,744344,578206,192270,33.25,Finger Lakes Donor Recovery Network,"(43.161748, -77.620143)",07 (Jul)
2016,7,Montgomery,50219,39010,11465,29.39,Center for Donation and Transplant in New York,"(42.933637, -74.341972)",07 (Jul)
2016,7,Nassau,1339532,1040548,247701,23.8,New York Organ Donor Network,"(40.715749, -73.601185)",07 (Jul)
2016,7,New York,1585873,1231906,472519,38.36,New York Organ Donor Network,"(40.726966, -74.005966)",07 (Jul)
2016,7,Niagara,216469,168153,71253,42.37,UNYTS,"(43.134634, -78.856419)",07 (Jul)
2016,7,Oneida,234878,182453,40084,21.97,Center for Donation and Transplant in New York,"(43.149482, -75.361773)",07 (Jul)
2016,7,Onondaga,467026,362786,131792,36.33,Finger Lakes Donor Recovery Network,"(43.065629, -76.168033)",07 (Jul)
2016,7,Ontario,107931,83841,36908,44.02,Finger Lakes Donor Recovery Network,"(42.894571, -77.252045)",07 (Jul)
2016,7,Orange,372813,289601,81536,28.15,New York Organ Donor Network,"(41.422459, -74.241929)",07 (Jul)
2016,7,Orleans,42883,33312,3640,10.93,UNYTS,"(43.248394, -78.218438)",07 (Jul)
2016,7,Oswego,122109,94854,31006,32.69,Finger Lakes Donor Recovery Network,"(43.39123, -76.31133)",07 (Jul)
2016,7,Otsego,62259,48363,17739,36.68,Center for Donation and Transplant in New York,"(42.564852, -75.060334)",07 (Jul)
2016,7,Out of State,0,0,178,0,,,07 (Jul)
2016,7,Putnam,99710,77455,27923,36.05,New York Organ Donor Network,"(41.41131, -73.717443)",07 (Jul)
2016,7,Queens,2230722,1732825,263424,15.2,New York Organ Donor Network,"(40.749338, -73.789673)",07 (Jul)
2016,7,Rensselaer,159429,123844,42457,34.28,Center for Donation and Transplant in New York,"(42.70098, -73.628669)",07 (Jul)
2016,7,Richmond,468730,364109,70404,19.34,New York Organ Donor Network,"(40.566763, -74.148102)",07 (Jul)
2016,7,Rockland,311687,242118,54842,22.65,New York Organ Donor Network,"(41.127287, -74.017033)",07 (Jul)
2016,7,Saratoga,219607,170591,81076,47.53,Center for Donation and Transplant in New York,"(43.00894, -73.786779)",07 (Jul)
2016,7,Schenectady,154727,120192,46653,38.82,Center for Donation and Transplant in New York,"(42.809233, -73.946838)",07 (Jul)
2016,7,Schoharie,32749,25439,9131,35.89,Center for Donation and Transplant in New York,"(42.643426, -74.434606)",07 (Jul)
2016,7,Schuyler,18343,14249,5438,38.16,Finger Lakes Donor Recovery Network,"(42.38593, -76.872032)",07 (Jul)
2016,7,Seneca,35251,27383,5252,19.18,Finger Lakes Donor Recovery Network,"(42.833627, -76.82753)",07 (Jul)
2016,7,St Lawrence,111944,86958,21161,24.33,Center for Donation and Transplant in New York,"(44.689468, -75.242045)",07 (Jul)
2016,7,Steuben,98990,76895,29200,37.97,Finger Lakes Donor Recovery Network,"(42.270053, -77.324618)",07 (Jul)
2016,7,Suffolk,1493350,1160034,345495,29.78,New York Organ Donor Network,"(40.820237, -73.119032)",07 (Jul)
2016,7,Sullivan,77547,60239,16602,27.56,Center for Donation and Transplant in New York,"(41.705166, -74.711705)",07 (Jul)
2016,7,Tioga,51125,39714,15046,37.89,Center for Donation and Transplant in New York,"(42.120252, -76.29595)",07 (Jul)
2016,7,Tompkins,101564,78895,41597,52.72,Finger Lakes Donor Recovery Network,"(42.461024, -76.478784)",07 (Jul)
2016,7,Ulster,182493,141761,47383,33.42,Center for Donation and Transplant in New York,"(41.848374, -74.099412)",07 (Jul)
2016,7,Unknown,0,0,24666,0,,,07 (Jul)
2016,7,Warren,65707,51041,14883,29.16,Center for Donation and Transplant in New York,"(43.403024, -73.716044)",07 (Jul)
2016,7,Washington,63216,49106,15673,31.92,Center for Donation and Transplant in New York,"(43.289513, -73.454761)",07 (Jul)
2016,7,Wayne,93772,72842,22873,31.4,Finger Lakes Donor Recovery Network,"(43.144336, -77.117995)",07 (Jul)
2016,7,Westchester,949113,737271,190590,25.85,New York Organ Donor Network,"(41.039278, -73.805386)",07 (Jul)
2016,7,Wyoming,42155,32746,12488,38.14,UNYTS,"(42.723641, -78.204473)",07 (Jul)
2016,7,Yates,25348,19690,7141,36.27,Finger Lakes Donor Recovery Network,"(42.634338, -77.078311)",07 (Jul)
2016,7,TOTAL NYS,19378102,15052907,4169220,27.7,,,07 (Jul)
2016,8,Albany,304204,236306,78585,33.26,Center for Donation and Transplant in New York,"(42.678066, -73.814233)",08 (Aug)
2016,8,Allegany,48946,38021,13757,36.18,UNYTS,"(42.226801, -78.020567)",08 (Aug)
2016,8,Bronx,1385108,1075952,175743,16.33,New York Organ Donor Network,"(40.85589, -73.868294)",08 (Aug)
2016,8,Broome,200600,155826,57002,36.58,Center for Donation and Transplant in New York,"(42.122015, -75.933191)",08 (Aug)
2016,8,Cattauragus,80317,62390,22278,35.71,UNYTS,"(42.224267, -78.606673)",08 (Aug)
2016,8,Cayuga,80026,62164,20954,33.71,Finger Lakes Donor Recovery Network,"(42.940095, -76.560755)",08 (Aug)
2016,8,Chautauqua,134905,104794,41025,39.15,UNYTS,"(42.246904, -79.315313)",08 (Aug)
2016,8,Chemung,88830,69003,28421,41.19,Finger Lakes Donor Recovery Network,"(42.116644, -76.812331)",08 (Aug)
2016,8,Chenango,50477,39211,12406,31.64,Finger Lakes Donor Recovery Network,"(42.481798, -75.570013)",08 (Aug)
2016,8,Clinton,82128,63797,23601,36.99,Center for Donation and Transplant in New York,"(44.731944, -73.548883)",08 (Aug)
2016,8,Columbia,63096,49013,19989,40.78,Center for Donation and Transplant in New York,"(42.276913, -73.682168)",08 (Aug)
2016,8,Cortland,49336,38324,14314,37.35,Finger Lakes Donor Recovery Network,"(42.597101, -76.143291)",08 (Aug)
2016,8,Delaware,47980,37271,11373,30.51,Center for Donation and Transplant in New York,"(42.242972, -74.997944)",08 (Aug)
2016,8,Dutchess,297488,231089,77247,33.43,Center for Donation and Transplant in New York,"(41.686216, -73.840468)",08 (Aug)
2016,8,Erie,919040,713910,273934,38.37,UNYTS,"(42.888143, -78.795544)",08 (Aug)
2016,8,Essex,39370,30583,12339,40.35,Center for Donation and Transplant in New York,"(44.166026, -73.685145)",08 (Aug)
2016,8,Franklin,51599,40082,14122,35.23,Center for Donation and Transplant in New York,"(44.705699, -74.340621)",08 (Aug)
2016,8,Fulton,55531,43136,13339,30.92,Center for Donation and Transplant in New York,"(43.06014, -74.331296)",08 (Aug)
2016,8,Genesee,60079,46669,18416,39.46,UNYTS,"(43.000121, -78.172679)",08 (Aug)
2016,8,Greene,49221,38235,14372,37.59,Center for Donation and Transplant in New York,"(42.298326, -73.973376)",08 (Aug)
2016,8,Hamilton,4836,3757,1560,41.52,Center for Donation and Transplant in New York,"(43.618468, -74.395268)",08 (Aug)
2016,8,Herkimer,64519,50118,18275,36.46,Center for Donation and Transplant in New York,"(43.070026, -74.994246)",08 (Aug)
2016,8,Jefferson,116229,90287,38674,42.83,Finger Lakes Donor Recovery Network,"(44.019295, -75.898971)",08 (Aug)
2016,8,Kings,2504700,1945651,380633,19.56,New York Organ Donor Network,"(40.65642, -73.950691)",08 (Aug)
2016,8,Lewis,27087,21041,8554,40.65,Finger Lakes Donor Recovery Network,"(43.785537, -75.446296)",08 (Aug)
2016,8,Livingston,65393,50797,18950,37.31,Finger Lakes Donor Recovery Network,"(42.763754, -77.765392)",08 (Aug)
2016,8,Madison,73442,57050,21210,37.18,Finger Lakes Donor Recovery Network,"(42.986917, -75.720031)",08 (Aug)
2016,8,Monroe,744344,578206,193805,33.52,Finger Lakes Donor Recovery Network,"(43.161748, -77.620143)",08 (Aug)
2016,8,Montgomery,50219,39010,11559,29.63,Center for Donation and Transplant in New York,"(42.933637, -74.341972)",08 (Aug)
2016,8,Nassau,1339532,1040548,249352,23.96,New York Organ Donor Network,"(40.715749, -73.601185)",08 (Aug)
2016,8,New York,1585873,1231906,476562,38.68,New York Organ Donor Network,"(40.726966, -74.005966)",08 (Aug)
2016,8,Niagara,216469,168153,71597,42.58,UNYTS,"(43.134634, -78.856419)",08 (Aug)
2016,8,Oneida,234878,182453,40479,22.19,Center for Donation and Transplant in New York,"(43.149482, -75.361773)",08 (Aug)
2016,8,Onondaga,467026,362786,132669,36.57,Finger Lakes Donor Recovery Network,"(43.065629, -76.168033)",08 (Aug)
2016,8,Ontario,107931,83841,37180,44.35,Finger Lakes Donor Recovery Network,"(42.894571, -77.252045)",08 (Aug)
2016,8,Orange,372813,289601,82052,28.33,New York Organ Donor Network,"(41.422459, -74.241929)",08 (Aug)
2016,8,Orleans,42883,33312,3665,11,UNYTS,"(43.248394, -78.218438)",08 (Aug)
2016,8,Oswego,122109,94854,31224,32.92,Finger Lakes Donor Recovery Network,"(43.39123, -76.31133)",08 (Aug)
2016,8,Otsego,62259,48363,17818,36.84,Center for Donation and Transplant in New York,"(42.564852, -75.060334)",08 (Aug)
2016,8,Out of State,0,0,178,0,,,08 (Aug)
2016,8,Putnam,99710,77455,28111,36.29,New York Organ Donor Network,"(41.41131, -73.717443)",08 (Aug)
2016,8,Queens,2230722,1732825,266419,15.37,New York Organ Donor Network,"(40.749338, -73.789673)",08 (Aug)
2016,8,Rensselaer,159429,123844,42752,34.52,Center for Donation and Transplant in New York,"(42.70098, -73.628669)",08 (Aug)
2016,8,Richmond,468730,364109,71029,19.51,New York Organ Donor Network,"(40.566763, -74.148102)",08 (Aug)
2016,8,Rockland,311687,242118,55255,22.82,New York Organ Donor Network,"(41.127287, -74.017033)",08 (Aug)
2016,8,Saratoga,219607,170591,81524,47.79,Center for Donation and Transplant in New York,"(43.00894, -73.786779)",08 (Aug)
2016,8,Schenectady,154727,120192,46925,39.04,Center for Donation and Transplant in New York,"(42.809233, -73.946838)",08 (Aug)
2016,8,Schoharie,32749,25439,9175,36.07,Center for Donation and Transplant in New York,"(42.643426, -74.434606)",08 (Aug)
2016,8,Schuyler,18343,14249,5473,38.41,Finger Lakes Donor Recovery Network,"(42.38593, -76.872032)",08 (Aug)
2016,8,Seneca,35251,27383,5272,19.25,Finger Lakes Donor Recovery Network,"(42.833627, -76.82753)",08 (Aug)
2016,8,St Lawrence,111944,86958,21161,24.33,Center for Donation and Transplant in New York,"(44.689468, -75.242045)",08 (Aug)
2016,8,Steuben,98990,76895,29364,38.19,Finger Lakes Donor Recovery Network,"(42.270053, -77.324618)",08 (Aug)
2016,8,Suffolk,1493350,1160034,347531,29.96,New York Organ Donor Network,"(40.820237, -73.119032)",08 (Aug)
2016,8,Sullivan,77547,60239,16745,27.8,Center for Donation and Transplant in New York,"(41.705166, -74.711705)",08 (Aug)
2016,8,Tioga,51125,39714,15123,38.08,Center for Donation and Transplant in New York,"(42.120252, -76.29595)",08 (Aug)
2016,8,Tompkins,101564,78895,41802,52.98,Finger Lakes Donor Recovery Network,"(42.461024, -76.478784)",08 (Aug)
2016,8,Ulster,182493,141761,47688,33.64,Center for Donation and Transplant in New York,"(41.848374, -74.099412)",08 (Aug)
2016,8,Unknown,0,0,24912,0,,,08 (Aug)
2016,8,Warren,65707,51041,14958,29.31,Center for Donation and Transplant in New York,"(43.403024, -73.716044)",08 (Aug)
2016,8,Washington,63216,49106,15763,32.1,Center for Donation and Transplant in New York,"(43.289513, -73.454761)",08 (Aug)
2016,8,Wayne,93772,72842,23002,31.58,Finger Lakes Donor Recovery Network,"(43.144336, -77.117995)",08 (Aug)
2016,8,Westchester,949113,737271,192012,26.04,New York Organ Donor Network,"(41.039278, -73.805386)",08 (Aug)
2016,8,Wyoming,42155,32746,12558,38.35,UNYTS,"(42.723641, -78.204473)",08 (Aug)
2016,8,Yates,25348,19690,7200,36.57,Finger Lakes Donor Recovery Network,"(42.634338, -77.078311)",08 (Aug)
2016,8,TOTAL NYS,19378102,15052907,4200967,27.91,,,08 (Aug)
2016,9,Albany,304204,236306,79240,33.53,Center for Donation and Transplant in New York,"(42.678066, -73.814233)",09 (Sep)
2016,9,Allegany,48946,38021,13825,36.36,UNYTS,"(42.226801, -78.020567)",09 (Sep)
2016,9,Bronx,1385108,1075952,178133,16.56,New York Organ Donor Network,"(40.85589, -73.868294)",09 (Sep)
2016,9,Broome,200600,155826,57409,36.84,Center for Donation and Transplant in New York,"(42.122015, -75.933191)",09 (Sep)
2016,9,Cattauragus,80317,62390,22278,35.71,UNYTS,"(42.224267, -78.606673)",09 (Sep)
2016,9,Cayuga,80026,62164,21103,33.95,Finger Lakes Donor Recovery Network,"(42.940095, -76.560755)",09 (Sep)
2016,9,Chautauqua,134905,104794,41216,39.33,UNYTS,"(42.246904, -79.315313)",09 (Sep)
2016,9,Chemung,88830,69003,28636,41.5,Finger Lakes Donor Recovery Network,"(42.116644, -76.812331)",09 (Sep)
2016,9,Chenango,50477,39211,12511,31.91,Finger Lakes Donor Recovery Network,"(42.481798, -75.570013)",09 (Sep)
2016,9,Clinton,82128,63797,23782,37.28,Center for Donation and Transplant in New York,"(44.731944, -73.548883)",09 (Sep)
2016,9,Columbia,63096,49013,20119,41.05,Center for Donation and Transplant in New York,"(42.276913, -73.682168)",09 (Sep)
2016,9,Cortland,49336,38324,14378,37.52,Finger Lakes Donor Recovery Network,"(42.597101, -76.143291)",09 (Sep)
2016,9,Delaware,47980,37271,11439,30.69,Center for Donation and Transplant in New York,"(42.242972, -74.997944)",09 (Sep)
2016,9,Dutchess,297488,231089,77848,33.69,Center for Donation and Transplant in New York,"(41.686216, -73.840468)",09 (Sep)
2016,9,Erie,919040,713910,276122,38.68,UNYTS,"(42.888143, -78.795544)",09 (Sep)
2016,9,Essex,39370,30583,12417,40.6,Center for Donation and Transplant in New York,"(44.166026, -73.685145)",09 (Sep)
2016,9,Franklin,51599,40082,14211,35.45,Center for Donation and Transplant in New York,"(44.705699, -74.340621)",09 (Sep)
2016,9,Fulton,55531,43136,13432,31.14,Center for Donation and Transplant in New York,"(43.06014, -74.331296)",09 (Sep)
2016,9,Genesee,60079,46669,18549,39.75,UNYTS,"(43.000121, -78.172679)",09 (Sep)
2016,9,Greene,49221,38235,14472,37.85,Center for Donation and Transplant in New York,"(42.298326, -73.973376)",09 (Sep)
2016,9,Hamilton,4836,3757,1580,42.05,Center for Donation and Transplant in New York,"(43.618468, -74.395268)",09 (Sep)
2016,9,Herkimer,64519,50118,18431,36.78,Center for Donation and Transplant in New York,"(43.070026, -74.994246)",09 (Sep)
2016,9,Jefferson,116229,90287,38969,43.16,Finger Lakes Donor Recovery Network,"(44.019295, -75.898971)",09 (Sep)
2016,9,Kings,2504700,1945651,385954,19.84,New York Organ Donor Network,"(40.65642, -73.950691)",09 (Sep)
2016,9,Lewis,27087,21041,8590,40.83,Finger Lakes Donor Recovery Network,"(43.785537, -75.446296)",09 (Sep)
2016,9,Livingston,65393,50797,19086,37.57,Finger Lakes Donor Recovery Network,"(42.763754, -77.765392)",09 (Sep)
2016,9,Madison,73442,57050,21384,37.48,Finger Lakes Donor Recovery Network,"(42.986917, -75.720031)",09 (Sep)
2016,9,Monroe,744344,578206,195916,33.88,Finger Lakes Donor Recovery Network,"(43.161748, -77.620143)",09 (Sep)
2016,9,Montgomery,50219,39010,11643,29.85,Center for Donation and Transplant in New York,"(42.933637, -74.341972)",09 (Sep)
2016,9,Nassau,1339532,1040548,251477,24.17,New York Organ Donor Network,"(40.715749, -73.601185)",09 (Sep)
2016,9,New York,1585873,1231906,482219,39.14,New York Organ Donor Network,"(40.726966, -74.005966)",09 (Sep)
2016,9,Niagara,216469,168153,72082,42.87,UNYTS,"(43.134634, -78.856419)",09 (Sep)
2016,9,Oneida,234878,182453,40880,22.41,Center for Donation and Transplant in New York,"(43.149482, -75.361773)",09 (Sep)
2016,9,Onondaga,467026,362786,133914,36.91,Finger Lakes Donor Recovery Network,"(43.065629, -76.168033)",09 (Sep)
2016,9,Ontario,107931,83841,37517,44.75,Finger Lakes Donor Recovery Network,"(42.894571, -77.252045)",09 (Sep)
2016,9,Orange,372813,289601,82804,28.59,New York Organ Donor Network,"(41.422459, -74.241929)",09 (Sep)
2016,9,Orleans,42883,33312,3698,11.1,UNYTS,"(43.248394, -78.218438)",09 (Sep)
2016,9,Oswego,122109,94854,31491,33.2,Finger Lakes Donor Recovery Network,"(43.39123, -76.31133)",09 (Sep)
2016,9,Otsego,62259,48363,17912,37.04,Center for Donation and Transplant in New York,"(42.564852, -75.060334)",09 (Sep)
2016,9,Out of State,0,0,178,0,,,09 (Sep)
2016,9,Putnam,99710,77455,28356,36.61,New York Organ Donor Network,"(41.41131, -73.717443)",09 (Sep)
2016,9,Queens,2230722,1732825,270074,15.59,New York Organ Donor Network,"(40.749338, -73.789673)",09 (Sep)
2016,9,Rensselaer,159429,123844,43046,34.76,Center for Donation and Transplant in New York,"(42.70098, -73.628669)",09 (Sep)
2016,9,Richmond,468730,364109,71905,19.75,New York Organ Donor Network,"(40.566763, -74.148102)",09 (Sep)
2016,9,Rockland,311687,242118,55790,23.04,New York Organ Donor Network,"(41.127287, -74.017033)",09 (Sep)
2016,9,Saratoga,219607,170591,82262,48.22,Center for Donation and Transplant in New York,"(43.00894, -73.786779)",09 (Sep)
2016,9,Schenectady,154727,120192,47324,39.37,Center for Donation and Transplant in New York,"(42.809233, -73.946838)",09 (Sep)
2016,9,Schoharie,32749,25439,9245,36.34,Center for Donation and Transplant in New York,"(42.643426, -74.434606)",09 (Sep)
2016,9,Schuyler,18343,14249,5513,38.69,Finger Lakes Donor Recovery Network,"(42.38593, -76.872032)",09 (Sep)
2016,9,Seneca,35251,27383,5310,19.39,Finger Lakes Donor Recovery Network,"(42.833627, -76.82753)",09 (Sep)
2016,9,St Lawrence,111944,86958,21161,24.33,Center for Donation and Transplant in New York,"(44.689468, -75.242045)",09 (Sep)
2016,9,Steuben,98990,76895,29586,38.48,Finger Lakes Donor Recovery Network,"(42.270053, -77.324618)",09 (Sep)
2016,9,Suffolk,1493350,1160034,350280,30.2,New York Organ Donor Network,"(40.820237, -73.119032)",09 (Sep)
2016,9,Sullivan,77547,60239,16915,28.08,Center for Donation and Transplant in New York,"(41.705166, -74.711705)",09 (Sep)
2016,9,Tioga,51125,39714,15231,38.35,Center for Donation and Transplant in New York,"(42.120252, -76.29595)",09 (Sep)
2016,9,Tompkins,101564,78895,42062,53.31,Finger Lakes Donor Recovery Network,"(42.461024, -76.478784)",09 (Sep)
2016,9,Ulster,182493,141761,48036,33.89,Center for Donation and Transplant in New York,"(41.848374, -74.099412)",09 (Sep)
2016,9,Unknown,0,0,25231,0,,,09 (Sep)
2016,9,Warren,65707,51041,15048,29.48,Center for Donation and Transplant in New York,"(43.403024, -73.716044)",09 (Sep)
2016,9,Washington,63216,49106,15893,32.36,Center for Donation and Transplant in New York,"(43.289513, -73.454761)",09 (Sep)
2016,9,Wayne,93772,72842,23153,31.79,Finger Lakes Donor Recovery Network,"(43.144336, -77.117995)",09 (Sep)
2016,9,Westchester,949113,737271,193980,26.31,New York Organ Donor Network,"(41.039278, -73.805386)",09 (Sep)
2016,9,Wyoming,42155,32746,12621,38.54,UNYTS,"(42.723641, -78.204473)",09 (Sep)
2016,9,Yates,25348,19690,7232,36.73,Finger Lakes Donor Recovery Network,"(42.634338, -77.078311)",09 (Sep)
2016,9,TOTAL NYS,19378102,15052907,4242099,28.18,,,09 (Sep)
2016,10,Albany,304204,236306,79756,33.75,Center for Donation and Transplant in New York,"(42.678066, -73.814233)",10 (Oct)
2016,10,Allegany,48946,38021,13892,36.54,UNYTS,"(42.226801, -78.020567)",10 (Oct)
2016,10,Bronx,1385108,1075952,182575,16.97,New York Organ Donor Network,"(40.85589, -73.868294)",10 (Oct)
2016,10,Broome,200600,155826,57788,37.08,Center for Donation and Transplant in New York,"(42.122015, -75.933191)",10 (Oct)
2016,10,Cattauragus,80317,62390,22278,35.71,UNYTS,"(42.224267, -78.606673)",10 (Oct)
2016,10,Cayuga,80026,62164,21252,34.19,Finger Lakes Donor Recovery Network,"(42.940095, -76.560755)",10 (Oct)
2016,10,Chautauqua,134905,104794,41431,39.54,UNYTS,"(42.246904, -79.315313)",10 (Oct)
2016,10,Chemung,88830,69003,28801,41.74,Finger Lakes Donor Recovery Network,"(42.116644, -76.812331)",10 (Oct)
2016,10,Chenango,50477,39211,12622,32.19,Finger Lakes Donor Recovery Network,"(42.481798, -75.570013)",10 (Oct)
2016,10,Clinton,82128,63797,23909,37.48,Center for Donation and Transplant in New York,"(44.731944, -73.548883)",10 (Oct)
