pop_2012,chart_month,county,eligible_population_enrolled,location,month,opo,population_18_estimate,registry_enrollments,year,dummy_day,date
1493350,10 (Oct),Suffolk,30.41,"(40.820237, -73.119032)",10,New York Organ Donor Network,1160034,352716,2016,01,2016-10-01
77547,10 (Oct),Sullivan,28.35,"(41.705166, -74.711705)",10,Center for Donation and Transplant in New York,60239,17077,2016,01,2016-10-01
51125,10 (Oct),Tioga,38.62,"(42.120252, -76.29595)",10,Center for Donation and Transplant in New York,39714,15337,2016,01,2016-10-01
101564,10 (Oct),Tompkins,53.7,"(42.461024, -76.478784)",10,Finger Lakes Donor Recovery Network,78895,42367,2016,01,2016-10-01
182493,10 (Oct),Ulster,34.08,"(41.848374, -74.099412)",10,Center for Donation and Transplant in New York,141761,48319,2016,01,2016-10-01
65707,10 (Oct),Warren,29.63,"(43.403024, -73.716044)",10,Center for Donation and Transplant in New York,51041,15123,2016,01,2016-10-01
63216,10 (Oct),Washington,32.6,"(43.289513, -73.454761)",10,Center for Donation and Transplant in New York,49106,16011,2016,01,2016-10-01
93772,10 (Oct),Wayne,32,"(43.144336, -77.117995)",10,Finger Lakes Donor Recovery Network,72842,23312,2016,01,2016-10-01
949113,10 (Oct),Westchester,26.55,"(41.039278, -73.805386)",10,New York Organ Donor Network,737271,195709,2016,01,2016-10-01
42155,10 (Oct),Wyoming,38.71,"(42.723641, -78.204473)",10,UNYTS,32746,12677,2016,01,2016-10-01
25348,10 (Oct),Yates,36.96,"(42.634338, -77.078311)",10,Finger Lakes Donor Recovery Network,19690,7277,2016,01,2016-10-01
19378102,10 (Oct),TOTAL NYS,28.48,NA,10,NA,15052907,4287724,2016,01,2016-10-01
304204,11 (Nov),Albany,34.02,"(42.678066, -73.814233)",11,Center for Donation and Transplant in New York,236306,80381,2016,01,2016-11-01
48946,11 (Nov),Allegany,36.77,"(42.226801, -78.020567)",11,UNYTS,38021,13979,2016,01,2016-11-01
1385108,11 (Nov),Bronx,17.15,"(40.85589, -73.868294)",11,New York Organ Donor Network,1075952,184579,2016,01,2016-11-01
200600,11 (Nov),Broome,37.32,"(42.122015, -75.933191)",11,Center for Donation and Transplant in New York,155826,58157,2016,01,2016-11-01
80317,11 (Nov),Cattauragus,35.71,"(42.224267, -78.606673)",11,UNYTS,62390,22278,2016,01,2016-11-01
80026,11 (Nov),Cayuga,34.41,"(42.940095, -76.560755)",11,Finger Lakes Donor Recovery Network,62164,21388,2016,01,2016-11-01
134905,11 (Nov),Chautauqua,39.71,"(42.246904, -79.315313)",11,UNYTS,104794,41612,2016,01,2016-11-01
88830,11 (Nov),Chemung,41.99,"(42.116644, -76.812331)",11,Finger Lakes Donor Recovery Network,69003,28977,2016,01,2016-11-01
50477,11 (Nov),Chenango,32.42,"(42.481798, -75.570013)",11,Finger Lakes Donor Recovery Network,39211,12714,2016,01,2016-11-01
82128,11 (Nov),Clinton,37.74,"(44.731944, -73.548883)",11,Center for Donation and Transplant in New York,63797,24077,2016,01,2016-11-01
63096,11 (Nov),Columbia,41.49,"(42.276913, -73.682168)",11,Center for Donation and Transplant in New York,49013,20335,2016,01,2016-11-01
49336,11 (Nov),Cortland,37.89,"(42.597101, -76.143291)",11,Finger Lakes Donor Recovery Network,38324,14520,2016,01,2016-11-01
47980,11 (Nov),Delaware,31.01,"(42.242972, -74.997944)",11,Center for Donation and Transplant in New York,37271,11558,2016,01,2016-11-01
297488,11 (Nov),Dutchess,34.24,"(41.686216, -73.840468)",11,Center for Donation and Transplant in New York,231089,79123,2016,01,2016-11-01
919040,11 (Nov),Erie,39.21,"(42.888143, -78.795544)",11,UNYTS,713910,279953,2016,01,2016-11-01
39370,11 (Nov),Essex,41.13,"(44.166026, -73.685145)",11,Center for Donation and Transplant in New York,30583,12580,2016,01,2016-11-01
51599,11 (Nov),Franklin,35.9,"(44.705699, -74.340621)",11,Center for Donation and Transplant in New York,40082,14388,2016,01,2016-11-01
55531,11 (Nov),Fulton,31.54,"(43.06014, -74.331296)",11,Center for Donation and Transplant in New York,43136,13605,2016,01,2016-11-01
60079,11 (Nov),Genesee,40.25,"(43.000121, -78.172679)",11,UNYTS,46669,18782,2016,01,2016-11-01
49221,11 (Nov),Greene,38.32,"(42.298326, -73.973376)",11,Center for Donation and Transplant in New York,38235,14650,2016,01,2016-11-01
4836,11 (Nov),Hamilton,42.77,"(43.618468, -74.395268)",11,Center for Donation and Transplant in New York,3757,1607,2016,01,2016-11-01
64519,11 (Nov),Herkimer,37.36,"(43.070026, -74.994246)",11,Center for Donation and Transplant in New York,50118,18723,2016,01,2016-11-01
116229,11 (Nov),Jefferson,43.77,"(44.019295, -75.898971)",11,Finger Lakes Donor Recovery Network,90287,39517,2016,01,2016-11-01
2504700,11 (Nov),Kings,20.47,"(40.65642, -73.950691)",11,New York Organ Donor Network,1945651,398328,2016,01,2016-11-01
27087,11 (Nov),Lewis,41.22,"(43.785537, -75.446296)",11,Finger Lakes Donor Recovery Network,21041,8674,2016,01,2016-11-01
65393,11 (Nov),Livingston,38.15,"(42.763754, -77.765392)",11,Finger Lakes Donor Recovery Network,50797,19381,2016,01,2016-11-01
73442,11 (Nov),Madison,38.12,"(42.986917, -75.720031)",11,Finger Lakes Donor Recovery Network,57050,21747,2016,01,2016-11-01
744344,11 (Nov),Monroe,34.57,"(43.161748, -77.620143)",11,Finger Lakes Donor Recovery Network,578206,199865,2016,01,2016-11-01
50219,11 (Nov),Montgomery,30.33,"(42.933637, -74.341972)",11,Center for Donation and Transplant in New York,39010,11833,2016,01,2016-11-01
1339532,11 (Nov),Nassau,24.54,"(40.715749, -73.601185)",11,New York Organ Donor Network,1040548,255369,2016,01,2016-11-01
1585873,11 (Nov),New York,40.24,"(40.726966, -74.005966)",11,New York Organ Donor Network,1231906,495694,2016,01,2016-11-01
216469,11 (Nov),Niagara,43.37,"(43.134634, -78.856419)",11,UNYTS,168153,72925,2016,01,2016-11-01
234878,11 (Nov),Oneida,22.84,"(43.149482, -75.361773)",11,Center for Donation and Transplant in New York,182453,41670,2016,01,2016-11-01
467026,11 (Nov),Onondaga,37.47,"(43.065629, -76.168033)",11,Finger Lakes Donor Recovery Network,362786,135926,2016,01,2016-11-01
107931,11 (Nov),Ontario,45.44,"(42.894571, -77.252045)",11,Finger Lakes Donor Recovery Network,83841,38095,2016,01,2016-11-01
372813,11 (Nov),Orange,29.06,"(41.422459, -74.241929)",11,New York Organ Donor Network,289601,84144,2016,01,2016-11-01
42883,11 (Nov),Orleans,11.34,"(43.248394, -78.218438)",11,UNYTS,33312,3777,2016,01,2016-11-01
122109,11 (Nov),Oswego,33.63,"(43.39123, -76.31133)",11,Finger Lakes Donor Recovery Network,94854,31896,2016,01,2016-11-01
62259,11 (Nov),Otsego,37.4,"(42.564852, -75.060334)",11,Center for Donation and Transplant in New York,48363,18089,2016,01,2016-11-01
99710,11 (Nov),Putnam,37.25,"(41.41131, -73.717443)",11,New York Organ Donor Network,77455,28849,2016,01,2016-11-01
2230722,11 (Nov),Queens,16.04,"(40.749338, -73.789673)",11,New York Organ Donor Network,1732825,277874,2016,01,2016-11-01
159429,11 (Nov),Rensselaer,35.29,"(42.70098, -73.628669)",11,Center for Donation and Transplant in New York,123844,43699,2016,01,2016-11-01
468730,11 (Nov),Richmond,20.12,"(40.566763, -74.148102)",11,New York Organ Donor Network,364109,73268,2016,01,2016-11-01
311687,11 (Nov),Rockland,23.41,"(41.127287, -74.017033)",11,New York Organ Donor Network,242118,56676,2016,01,2016-11-01
219607,11 (Nov),Saratoga,48.95,"(43.00894, -73.786779)",11,Center for Donation and Transplant in New York,170591,83504,2016,01,2016-11-01
154727,11 (Nov),Schenectady,39.9,"(42.809233, -73.946838)",11,Center for Donation and Transplant in New York,120192,47956,2016,01,2016-11-01
32749,11 (Nov),Schoharie,36.81,"(42.643426, -74.434606)",11,Center for Donation and Transplant in New York,25439,9364,2016,01,2016-11-01
18343,11 (Nov),Schuyler,39.34,"(42.38593, -76.872032)",11,Finger Lakes Donor Recovery Network,14249,5606,2016,01,2016-11-01
35251,11 (Nov),Seneca,19.64,"(42.833627, -76.82753)",11,Finger Lakes Donor Recovery Network,27383,5379,2016,01,2016-11-01
111944,11 (Nov),St Lawrence,24.33,"(44.689468, -75.242045)",11,Center for Donation and Transplant in New York,86958,21161,2016,01,2016-11-01
98990,11 (Nov),Steuben,38.97,"(42.270053, -77.324618)",11,Finger Lakes Donor Recovery Network,76895,29966,2016,01,2016-11-01
1493350,11 (Nov),Suffolk,30.64,"(40.820237, -73.119032)",11,New York Organ Donor Network,1160034,355380,2016,01,2016-11-01
77547,11 (Nov),Sullivan,28.63,"(41.705166, -74.711705)",11,Center for Donation and Transplant in New York,60239,17249,2016,01,2016-11-01
51125,11 (Nov),Tioga,38.84,"(42.120252, -76.29595)",11,Center for Donation and Transplant in New York,39714,15425,2016,01,2016-11-01
101564,11 (Nov),Tompkins,54.08,"(42.461024, -76.478784)",11,Finger Lakes Donor Recovery Network,78895,42668,2016,01,2016-11-01
182493,11 (Nov),Ulster,34.33,"(41.848374, -74.099412)",11,Center for Donation and Transplant in New York,141761,48671,2016,01,2016-11-01
65707,11 (Nov),Warren,29.84,"(43.403024, -73.716044)",11,Center for Donation and Transplant in New York,51041,15229,2016,01,2016-11-01
63216,11 (Nov),Washington,32.87,"(43.289513, -73.454761)",11,Center for Donation and Transplant in New York,49106,16141,2016,01,2016-11-01
93772,11 (Nov),Wayne,32.27,"(43.144336, -77.117995)",11,Finger Lakes Donor Recovery Network,72842,23507,2016,01,2016-11-01
949113,11 (Nov),Westchester,26.79,"(41.039278, -73.805386)",11,New York Organ Donor Network,737271,197487,2016,01,2016-11-01
42155,11 (Nov),Wyoming,38.97,"(42.723641, -78.204473)",11,UNYTS,32746,12760,2016,01,2016-11-01
25348,11 (Nov),Yates,37.14,"(42.634338, -77.078311)",11,Finger Lakes Donor Recovery Network,19690,7312,2016,01,2016-11-01
19378102,11 (Nov),TOTAL NYS,28.74,NA,11,NA,15052907,4326123,2016,01,2016-11-01
304204,12 (Dec),Albany,34.2,"(42.678066, -73.814233)",12,Center for Donation and Transplant in New York,236306,80816,2016,01,2016-12-01
48946,12 (Dec),Allegany,36.92,"(42.226801, -78.020567)",12,UNYTS,38021,14039,2016,01,2016-12-01
1385108,12 (Dec),Bronx,17.34,"(40.85589, -73.868294)",12,New York Organ Donor Network,1075952,186517,2016,01,2016-12-01
200600,12 (Dec),Broome,37.53,"(42.122015, -75.933191)",12,Center for Donation and Transplant in New York,155826,58477,2016,01,2016-12-01
80317,12 (Dec),Cattauragus,35.71,"(42.224267, -78.606673)",12,UNYTS,62390,22278,2016,01,2016-12-01
80026,12 (Dec),Cayuga,34.59,"(42.940095, -76.560755)",12,Finger Lakes Donor Recovery Network,62164,21503,2016,01,2016-12-01
134905,12 (Dec),Chautauqua,39.89,"(42.246904, -79.315313)",12,UNYTS,104794,41802,2016,01,2016-12-01
88830,12 (Dec),Chemung,42.19,"(42.116644, -76.812331)",12,Finger Lakes Donor Recovery Network,69003,29113,2016,01,2016-12-01
50477,12 (Dec),Chenango,32.61,"(42.481798, -75.570013)",12,Finger Lakes Donor Recovery Network,39211,12787,2016,01,2016-12-01
82128,12 (Dec),Clinton,37.97,"(44.731944, -73.548883)",12,Center for Donation and Transplant in New York,63797,24223,2016,01,2016-12-01
63096,12 (Dec),Columbia,41.74,"(42.276913, -73.682168)",12,Center for Donation and Transplant in New York,49013,20459,2016,01,2016-12-01
49336,12 (Dec),Cortland,38.1,"(42.597101, -76.143291)",12,Finger Lakes Donor Recovery Network,38324,14603,2016,01,2016-12-01
47980,12 (Dec),Delaware,31.19,"(42.242972, -74.997944)",12,Center for Donation and Transplant in New York,37271,11626,2016,01,2016-12-01
297488,12 (Dec),Dutchess,34.42,"(41.686216, -73.840468)",12,Center for Donation and Transplant in New York,231089,79550,2016,01,2016-12-01
919040,12 (Dec),Erie,39.43,"(42.888143, -78.795544)",12,UNYTS,713910,281523,2016,01,2016-12-01
39370,12 (Dec),Essex,41.39,"(44.166026, -73.685145)",12,Center for Donation and Transplant in New York,30583,12658,2016,01,2016-12-01
51599,12 (Dec),Franklin,36.09,"(44.705699, -74.340621)",12,Center for Donation and Transplant in New York,40082,14467,2016,01,2016-12-01
55531,12 (Dec),Fulton,31.72,"(43.06014, -74.331296)",12,Center for Donation and Transplant in New York,43136,13681,2016,01,2016-12-01
60079,12 (Dec),Genesee,40.4,"(43.000121, -78.172679)",12,UNYTS,46669,18856,2016,01,2016-12-01
49221,12 (Dec),Greene,38.54,"(42.298326, -73.973376)",12,Center for Donation and Transplant in New York,38235,14734,2016,01,2016-12-01
4836,12 (Dec),Hamilton,43.12,"(43.618468, -74.395268)",12,Center for Donation and Transplant in New York,3757,1620,2016,01,2016-12-01
64519,12 (Dec),Herkimer,37.62,"(43.070026, -74.994246)",12,Center for Donation and Transplant in New York,50118,18853,2016,01,2016-12-01
116229,12 (Dec),Jefferson,43.99,"(44.019295, -75.898971)",12,Finger Lakes Donor Recovery Network,90287,39721,2016,01,2016-12-01
2504700,12 (Dec),Kings,20.72,"(40.65642, -73.950691)",12,New York Organ Donor Network,1945651,403140,2016,01,2016-12-01
27087,12 (Dec),Lewis,41.46,"(43.785537, -75.446296)",12,Finger Lakes Donor Recovery Network,21041,8723,2016,01,2016-12-01
65393,12 (Dec),Livingston,38.35,"(42.763754, -77.765392)",12,Finger Lakes Donor Recovery Network,50797,19481,2016,01,2016-12-01
73442,12 (Dec),Madison,38.39,"(42.986917, -75.720031)",12,Finger Lakes Donor Recovery Network,57050,21902,2016,01,2016-12-01
744344,12 (Dec),Monroe,34.84,"(43.161748, -77.620143)",12,Finger Lakes Donor Recovery Network,578206,201461,2016,01,2016-12-01
50219,12 (Dec),Montgomery,30.54,"(42.933637, -74.341972)",12,Center for Donation and Transplant in New York,39010,11913,2016,01,2016-12-01
1339532,12 (Dec),Nassau,24.69,"(40.715749, -73.601185)",12,New York Organ Donor Network,1040548,256895,2016,01,2016-12-01
1585873,12 (Dec),New York,40.65,"(40.726966, -74.005966)",12,New York Organ Donor Network,1231906,500736,2016,01,2016-12-01
216469,12 (Dec),Niagara,43.58,"(43.134634, -78.856419)",12,UNYTS,168153,73285,2016,01,2016-12-01
234878,12 (Dec),Oneida,23.02,"(43.149482, -75.361773)",12,Center for Donation and Transplant in New York,182453,41996,2016,01,2016-12-01
467026,12 (Dec),Onondaga,37.7,"(43.065629, -76.168033)",12,Finger Lakes Donor Recovery Network,362786,136785,2016,01,2016-12-01
107931,12 (Dec),Ontario,45.72,"(42.894571, -77.252045)",12,Finger Lakes Donor Recovery Network,83841,38336,2016,01,2016-12-01
372813,12 (Dec),Orange,29.25,"(41.422459, -74.241929)",12,New York Organ Donor Network,289601,84705,2016,01,2016-12-01
42883,12 (Dec),Orleans,11.46,"(43.248394, -78.218438)",12,UNYTS,33312,3816,2016,01,2016-12-01
122109,12 (Dec),Oswego,33.88,"(43.39123, -76.31133)",12,Finger Lakes Donor Recovery Network,94854,32134,2016,01,2016-12-01
62259,12 (Dec),Otsego,37.53,"(42.564852, -75.060334)",12,Center for Donation and Transplant in New York,48363,18152,2016,01,2016-12-01
99710,12 (Dec),Putnam,37.47,"(41.41131, -73.717443)",12,New York Organ Donor Network,77455,29021,2016,01,2016-12-01
2230722,12 (Dec),Queens,16.2,"(40.749338, -73.789673)",12,New York Organ Donor Network,1732825,280777,2016,01,2016-12-01
159429,12 (Dec),Rensselaer,35.5,"(42.70098, -73.628669)",12,Center for Donation and Transplant in New York,123844,43959,2016,01,2016-12-01
468730,12 (Dec),Richmond,20.29,"(40.566763, -74.148102)",12,New York Organ Donor Network,364109,73865,2016,01,2016-12-01
311687,12 (Dec),Rockland,23.57,"(41.127287, -74.017033)",12,New York Organ Donor Network,242118,57058,2016,01,2016-12-01
219607,12 (Dec),Saratoga,49.22,"(43.00894, -73.786779)",12,Center for Donation and Transplant in New York,170591,83969,2016,01,2016-12-01
154727,12 (Dec),Schenectady,40.13,"(42.809233, -73.946838)",12,Center for Donation and Transplant in New York,120192,48232,2016,01,2016-12-01
32749,12 (Dec),Schoharie,37.03,"(42.643426, -74.434606)",12,Center for Donation and Transplant in New York,25439,9419,2016,01,2016-12-01
18343,12 (Dec),Schuyler,39.5,"(42.38593, -76.872032)",12,Finger Lakes Donor Recovery Network,14249,5629,2016,01,2016-12-01
35251,12 (Dec),Seneca,19.79,"(42.833627, -76.82753)",12,Finger Lakes Donor Recovery Network,27383,5418,2016,01,2016-12-01
111944,12 (Dec),St Lawrence,24.33,"(44.689468, -75.242045)",12,Center for Donation and Transplant in New York,86958,21161,2016,01,2016-12-01
98990,12 (Dec),Steuben,39.14,"(42.270053, -77.324618)",12,Finger Lakes Donor Recovery Network,76895,30099,2016,01,2016-12-01
1493350,12 (Dec),Suffolk,30.81,"(40.820237, -73.119032)",12,New York Organ Donor Network,1160034,357424,2016,01,2016-12-01
77547,12 (Dec),Sullivan,28.86,"(41.705166, -74.711705)",12,Center for Donation and Transplant in New York,60239,17382,2016,01,2016-12-01
51125,12 (Dec),Tioga,39.06,"(42.120252, -76.29595)",12,Center for Donation and Transplant in New York,39714,15511,2016,01,2016-12-01
101564,12 (Dec),Tompkins,54.35,"(42.461024, -76.478784)",12,Finger Lakes Donor Recovery Network,78895,42876,2016,01,2016-12-01
182493,12 (Dec),Ulster,34.59,"(41.848374, -74.099412)",12,Center for Donation and Transplant in New York,141761,49034,2016,01,2016-12-01
65707,12 (Dec),Warren,30.02,"(43.403024, -73.716044)",12,Center for Donation and Transplant in New York,51041,15322,2016,01,2016-12-01
63216,12 (Dec),Washington,33.05,"(43.289513, -73.454761)",12,Center for Donation and Transplant in New York,49106,16229,2016,01,2016-12-01
93772,12 (Dec),Wayne,32.46,"(43.144336, -77.117995)",12,Finger Lakes Donor Recovery Network,72842,23645,2016,01,2016-12-01
949113,12 (Dec),Westchester,26.97,"(41.039278, -73.805386)",12,New York Organ Donor Network,737271,198827,2016,01,2016-12-01
42155,12 (Dec),Wyoming,39.17,"(42.723641, -78.204473)",12,UNYTS,32746,12828,2016,01,2016-12-01
25348,12 (Dec),Yates,37.36,"(42.634338, -77.078311)",12,Finger Lakes Donor Recovery Network,19690,7356,2016,01,2016-12-01
19378102,12 (Dec),TOTAL NYS,28.96,NA,12,NA,15052907,4358766,2016,01,2016-12-01
304204,01 (Jan),Albany,34.37,"(42.678066, -73.814233)",1,Center for Donation and Transplant in New York,236306,81207,2017,01,2017-01-01
48946,01 (Jan),Allegany,37.07,"(42.226801, -78.020567)",1,UNYTS,38021,14093,2017,01,2017-01-01
1385108,01 (Jan),Bronx,17.49,"(40.85589, -73.868294)",1,New York Organ Donor Network,1075952,188136,2017,01,2017-01-01
200600,01 (Jan),Broome,37.7,"(42.122015, -75.933191)",1,Center for Donation and Transplant in New York,155826,58749,2017,01,2017-01-01
80317,01 (Jan),Cattauragus,35.71,"(42.224267, -78.606673)",1,UNYTS,62390,22278,2017,01,2017-01-01
80026,01 (Jan),Cayuga,34.76,"(42.940095, -76.560755)",1,Finger Lakes Donor Recovery Network,62164,21608,2017,01,2017-01-01
134905,01 (Jan),Chautauqua,40.04,"(42.246904, -79.315313)",1,UNYTS,104794,41959,2017,01,2017-01-01
88830,01 (Jan),Chemung,42.32,"(42.116644, -76.812331)",1,Finger Lakes Donor Recovery Network,69003,29204,2017,01,2017-01-01
50477,01 (Jan),Chenango,32.77,"(42.481798, -75.570013)",1,Finger Lakes Donor Recovery Network,39211,12848,2017,01,2017-01-01
82128,01 (Jan),Clinton,38.12,"(44.731944, -73.548883)",1,Center for Donation and Transplant in New York,63797,24317,2017,01,2017-01-01
63096,01 (Jan),Columbia,41.91,"(42.276913, -73.682168)",1,Center for Donation and Transplant in New York,49013,20539,2017,01,2017-01-01
49336,01 (Jan),Cortland,38.25,"(42.597101, -76.143291)",1,Finger Lakes Donor Recovery Network,38324,14658,2017,01,2017-01-01
925528,3 (Mar),Erie,43.75,"(42.888143, -78.795544)",3,UNYTS,736807,322371,2018,01,2018-03-01
47980,01 (Jan),Delaware,31.35,"(42.242972, -74.997944)",1,Center for Donation and Transplant in New York,37271,11685,2017,01,2017-01-01
297488,01 (Jan),Dutchess,34.65,"(41.686216, -73.840468)",1,Center for Donation and Transplant in New York,231089,80073,2017,01,2017-01-01
919040,01 (Jan),Erie,39.62,"(42.888143, -78.795544)",1,UNYTS,713910,282838,2017,01,2017-01-01
39370,01 (Jan),Essex,41.59,"(44.166026, -73.685145)",1,Center for Donation and Transplant in New York,30583,12718,2017,01,2017-01-01
51599,01 (Jan),Franklin,36.28,"(44.705699, -74.340621)",1,Center for Donation and Transplant in New York,40082,14542,2017,01,2017-01-01
55531,01 (Jan),Fulton,31.84,"(43.06014, -74.331296)",1,Center for Donation and Transplant in New York,43136,13735,2017,01,2017-01-01
60079,01 (Jan),Genesee,40.59,"(43.000121, -78.172679)",1,UNYTS,46669,18942,2017,01,2017-01-01
49221,01 (Jan),Greene,38.7,"(42.298326, -73.973376)",1,Center for Donation and Transplant in New York,38235,14798,2017,01,2017-01-01
4836,01 (Jan),Hamilton,43.25,"(43.618468, -74.395268)",1,Center for Donation and Transplant in New York,3757,1625,2017,01,2017-01-01
64519,01 (Jan),Herkimer,37.78,"(43.070026, -74.994246)",1,Center for Donation and Transplant in New York,50118,18936,2017,01,2017-01-01
116229,01 (Jan),Jefferson,44.22,"(44.019295, -75.898971)",1,Finger Lakes Donor Recovery Network,90287,39924,2017,01,2017-01-01
2504700,01 (Jan),Kings,20.89,"(40.65642, -73.950691)",1,New York Organ Donor Network,1945651,406354,2017,01,2017-01-01
27087,01 (Jan),Lewis,41.63,"(43.785537, -75.446296)",1,Finger Lakes Donor Recovery Network,21041,8759,2017,01,2017-01-01
65393,01 (Jan),Livingston,38.58,"(42.763754, -77.765392)",1,Finger Lakes Donor Recovery Network,50797,19599,2017,01,2017-01-01
73442,01 (Jan),Madison,38.57,"(42.986917, -75.720031)",1,Finger Lakes Donor Recovery Network,57050,22003,2017,01,2017-01-01
744344,01 (Jan),Monroe,35.04,"(43.161748, -77.620143)",1,Finger Lakes Donor Recovery Network,578206,202596,2017,01,2017-01-01
50219,01 (Jan),Montgomery,30.67,"(42.933637, -74.341972)",1,Center for Donation and Transplant in New York,39010,11965,2017,01,2017-01-01
1339532,01 (Jan),Nassau,24.83,"(40.715749, -73.601185)",1,New York Organ Donor Network,1040548,258365,2017,01,2017-01-01
1585873,01 (Jan),New York,40.91,"(40.726966, -74.005966)",1,New York Organ Donor Network,1231906,504005,2017,01,2017-01-01
216469,01 (Jan),Niagara,43.77,"(43.134634, -78.856419)",1,UNYTS,168153,73595,2017,01,2017-01-01
234878,01 (Jan),Oneida,23.15,"(43.149482, -75.361773)",1,Center for Donation and Transplant in New York,182453,42240,2017,01,2017-01-01
467026,01 (Jan),Onondaga,37.9,"(43.065629, -76.168033)",1,Finger Lakes Donor Recovery Network,362786,137490,2017,01,2017-01-01
107931,01 (Jan),Ontario,46.01,"(42.894571, -77.252045)",1,Finger Lakes Donor Recovery Network,83841,38578,2017,01,2017-01-01
372813,01 (Jan),Orange,29.4,"(41.422459, -74.241929)",1,New York Organ Donor Network,289601,85156,2017,01,2017-01-01
42883,01 (Jan),Orleans,11.52,"(43.248394, -78.218438)",1,UNYTS,33312,3838,2017,01,2017-01-01
122109,01 (Jan),Oswego,34.06,"(43.39123, -76.31133)",1,Finger Lakes Donor Recovery Network,94854,32303,2017,01,2017-01-01
62259,01 (Jan),Otsego,37.66,"(42.564852, -75.060334)",1,Center for Donation and Transplant in New York,48363,18215,2017,01,2017-01-01
99710,01 (Jan),Putnam,37.68,"(41.41131, -73.717443)",1,New York Organ Donor Network,77455,29188,2017,01,2017-01-01
2230722,01 (Jan),Queens,16.33,"(40.749338, -73.789673)",1,New York Organ Donor Network,1732825,282984,2017,01,2017-01-01
159429,01 (Jan),Rensselaer,35.7,"(42.70098, -73.628669)",1,Center for Donation and Transplant in New York,123844,44208,2017,01,2017-01-01
468730,01 (Jan),Richmond,20.42,"(40.566763, -74.148102)",1,New York Organ Donor Network,364109,74341,2017,01,2017-01-01
311687,01 (Jan),Rockland,23.7,"(41.127287, -74.017033)",1,New York Organ Donor Network,242118,57377,2017,01,2017-01-01
219607,01 (Jan),Saratoga,49.49,"(43.00894, -73.786779)",1,Center for Donation and Transplant in New York,170591,84417,2017,01,2017-01-01
154727,01 (Jan),Schenectady,40.31,"(42.809233, -73.946838)",1,Center for Donation and Transplant in New York,120192,48451,2017,01,2017-01-01
32749,01 (Jan),Schoharie,37.14,"(42.643426, -74.434606)",1,Center for Donation and Transplant in New York,25439,9447,2017,01,2017-01-01
18343,01 (Jan),Schuyler,39.67,"(42.38593, -76.872032)",1,Finger Lakes Donor Recovery Network,14249,5653,2017,01,2017-01-01
35251,01 (Jan),Seneca,19.88,"(42.833627, -76.82753)",1,Finger Lakes Donor Recovery Network,27383,5444,2017,01,2017-01-01
111944,01 (Jan),St Lawrence,24.33,"(44.689468, -75.242045)",1,Center for Donation and Transplant in New York,86958,21161,2017,01,2017-01-01
98990,01 (Jan),Steuben,39.32,"(42.270053, -77.324618)",1,Finger Lakes Donor Recovery Network,76895,30237,2017,01,2017-01-01
1493350,01 (Jan),Suffolk,30.96,"(40.820237, -73.119032)",1,New York Organ Donor Network,1160034,359160,2017,01,2017-01-01
77547,01 (Jan),Sullivan,29.02,"(41.705166, -74.711705)",1,Center for Donation and Transplant in New York,60239,17480,2017,01,2017-01-01
51125,01 (Jan),Tioga,39.21,"(42.120252, -76.29595)",1,Center for Donation and Transplant in New York,39714,15572,2017,01,2017-01-01
101564,01 (Jan),Tompkins,54.53,"(42.461024, -76.478784)",1,Finger Lakes Donor Recovery Network,78895,43021,2017,01,2017-01-01
182493,01 (Jan),Ulster,34.78,"(41.848374, -74.099412)",1,Center for Donation and Transplant in New York,141761,49304,2017,01,2017-01-01
65707,01 (Jan),Warren,30.15,"(43.403024, -73.716044)",1,Center for Donation and Transplant in New York,51041,15388,2017,01,2017-01-01
63216,01 (Jan),Washington,33.17,"(43.289513, -73.454761)",1,Center for Donation and Transplant in New York,49106,16289,2017,01,2017-01-01
93772,01 (Jan),Wayne,32.61,"(43.144336, -77.117995)",1,Finger Lakes Donor Recovery Network,72842,23753,2017,01,2017-01-01
949113,01 (Jan),Westchester,27.12,"(41.039278, -73.805386)",1,New York Organ Donor Network,737271,199978,2017,01,2017-01-01
42155,01 (Jan),Wyoming,39.34,"(42.723641, -78.204473)",1,UNYTS,32746,12883,2017,01,2017-01-01
25348,01 (Jan),Yates,37.46,"(42.634338, -77.078311)",1,Finger Lakes Donor Recovery Network,19690,7375,2017,01,2017-01-01
19378102,01 (Jan),TOTAL NYS,29.13,NA,1,NA,15052907,4384165,2017,01,2017-01-01
304204,02 (Feb),Albany,34.57,"(42.678066, -73.814233)",2,Center for Donation and Transplant in New York,236306,81702,2017,01,2017-02-01
48946,02 (Feb),Allegany,37.24,"(42.226801, -78.020567)",2,UNYTS,38021,14159,2017,01,2017-02-01
1385108,02 (Feb),Bronx,17.72,"(40.85589, -73.868294)",2,New York Organ Donor Network,1075952,190676,2017,01,2017-02-01
200600,02 (Feb),Broome,37.94,"(42.122015, -75.933191)",2,Center for Donation and Transplant in New York,155826,59120,2017,01,2017-02-01
80317,02 (Feb),Cattauragus,35.71,"(42.224267, -78.606673)",2,UNYTS,62390,22278,2017,01,2017-02-01
80026,02 (Feb),Cayuga,34.95,"(42.940095, -76.560755)",2,Finger Lakes Donor Recovery Network,62164,21729,2017,01,2017-02-01
134905,02 (Feb),Chautauqua,40.19,"(42.246904, -79.315313)",2,UNYTS,104794,42112,2017,01,2017-02-01
